1	0.0001
1000001	0.0829275330302056
2000001	0.0699199965476698
3000001	0.0473108527603429
4000001	0.026332229381032503
5000001	0.0224723797297226
6000001	0.0257545325634272
7000001	0.0238464598353261
8000001	0.00774807945691002
9000001	0.0000427787757010378
10000001	1.06458204385262e-8
11000001	9.7858166725473e-9
12000001	8.87631799173505e-9
13000001	0.0009024914050824861
14000001	0.0030547038282185903
15000001	0.00134758364079659
16000001	0.006713672551425281
17000001	0.0194243327267212
18000001	0.0313557313371656
19000001	0.0348253618850381
20000001	0.0353697612694185
21000001	0.0354354488482075
22000001	0.0353772098250965
23000001	0.0328637422562718
24000001	0.0299600730478858
25000001	0.0275142735853463
26000001	0.025526343868653403
27000001	0.023996283897806402
28000001	0.022924093672806397
29000001	0.0223097731936531
30000001	0.0221533224603458
31000001	0.022454741472885
32000001	0.023214030231271
33000001	0.0244311887355033
