1 0.0001
1000001	0.00041453878452538
2000001	0.0005723588167768149
3000001	0.000687335980453829
4000001	0.0018340693943917998
5000001	0.00853040892369597
6000001	0.0157347735561351
7000001	0.0183513346265157
8000001	0.0203950630264221
9000001	0.0207891643066433
10000001	0.017872127707937
11000001	0.0206849540625864
12000001	0.022145634363857202
13000001	0.021049844904940704
14000001	0.020327243217527
15000001	0.020308024184698802
16000001	0.0198450046478612
17000001	0.0189859917931646
18000001	0.0186801062552137
19000001	0.018085179102606
20000001	0.017594898072961402
21000001	0.0184962089594398
22000001	0.020790848099871903
23000001	0.0244788154942579
24000001	0.0295601111425973
25000001	0.035528539867812896
26000001	0.0356089468719124
27000001	0.031615629224690196
28000001	0.0233109161991089
29000001	0.010213788713612
30000001	0.00213456951888887
31000001	0.004722828046895631
32000001	0.00949278778692317
33000001	0.0121223012252676
34000001	0.0117555600358006
35000001	0.0120531733361174
36000001	0.0113193134452107
37000001	0.009749245760764181
38000001	0.00475338176844488
39000001	0.00122802041710486
40000001	0.00010000000000000
41000001	0.00010000000000000
42000001	0.000213254163123793
43000001	0.0030621046784762
44000001	0.00612267916038434
45000001	0.006819739234203151
46000001	0.00760980346184652
47000001	0.00847495764050976
